2014,4択,"A、B、Cなどのアルファベットを用いて日本語の音を表記したものを何という？
(1) 仮名 (2) 漢字 (3) 数字 (4) ローマ字",(4) ローマ字,,,タグ
2014,ノーマル,新選組を題材にした小説で、『燃えよ剣』の作者は司馬遼太郎ですが、『壬生義士伝(みぶぎしでん)』の作者は誰でしょう？,浅田次郎(あさだ・じろう)
2014,ノーマル,「継(つぎ)」「大名」「町」などの種類があった、江戸時代に書簡や荷物を届けた職業は何でしょう？,飛脚(ひきゃく)
2014,ノーマル,夫に俳優の江口洋介がいる、『気分爽快』や『私がオバさんになっても』などのヒット曲で知られる歌手は誰でしょう？,森高千里(もりたか・ちさと)
2014,ノーマル,クラブで活躍する職業で、「DJ」といえばディスク・ジョッキーの略ですが、「VJ」といえば何の略でしょう？,ビジュアル・ジョッキー
2014,ノーマル,2013年版までの『能率手帳』から名前を変更した、日本能率協会マネジメントセンターが発行する手帳のブランドは何でしょう？,NOLTY(ノルティ)
2014,ノーマル,翌日の来場を願うという目的で、大相撲の一日の取り組みの後に打たれる太鼓を特に何というでしょう？,はね太鼓(はねたいこ)
2014,ノーマル,電報の中でも、通夜や葬儀に際して送られるものを何というでしょう？,弔電(ちょうでん)
2014,ノーマル,アイドルグループTOKIOのメンバーのうち、グループ名と同じ東京都出身である唯一のメンバーは誰でしょう？,国分太一(こくぶん・たいち)
2014,ノーマル,唱歌『四季の歌』の1番の歌詞に登場する花は何でしょう？,すみれ
2014,ノーマル,1895年、日本で初めて路面電車が走った都市はどこでしょう？,京都(きょうと)
2014,ノーマル,雪や雲により視界全体が覆われたときに、方向・距離などの見当がつかなくなる現象を何というでしょう？,ホワイトアウト
2014,ノーマル,昨日(2014年3月22日)からイベント「AnimeJapan 2014」が開催されている、東京都江東区に位置するイベント会場は何でしょう？,東京ビッグサイト(とうきょうびっぐさいと)
2014,ノーマル,自動車を駅周辺の駐車場に停めた後、電車やバスに乗り換えて移動することを、「何アンド何」というでしょう？,パーク・アンド・ライド
2014,ノーマル,日本神話で、借りた釣り針を無くしてしまったのは、海幸彦(うみさちひこ)、山幸彦(やまさちひこ)のどちらでしょう？,山幸彦(やまさちひこ)
2014,ノーマル,ピスタチオ、アップル、ミント、エメラルドといった種類がある色は何でしょう？,グリーン
2014,ノーマル,英語で「ごまかし」という意味がある、モータースポーツのサーキット上に設けられた角度の急なコーナーを何というでしょう？,シケイン
2014,ノーマル,ドプチェク第一書記のもとで行われた、1968年に起きたチェコの自由化運動のことを、中心となった都市から何というでしょう？,プラハの春(ぷらはのはる)
2014,ノーマル,将棋を使った遊び「はさみ将棋」で使われる、唯一の駒は何でしょう？,歩兵(ふひょう)
2014,ノーマル,日本語吹き替え版では唐沢寿明がその声を演じている、アニメ映画『トイ・ストーリー』の主人公であるカウボーイの人形は何でしょう？,ウッディ
2014,ノーマル,北海道の野付半島や京都の天橋立が有名な、沿岸流によって運ばれた砂がくちばし状に堆積した地形を何というでしょう？,砂嘴(さし)
2014,ノーマル,数学で「複素平面」を作る2つの軸とは、実軸と何軸でしょう？,虚軸(きょじく)
2014,ノーマル,石油系の有機溶剤を使う洗濯の方法を、普通何クリーニングというでしょう？,ドライクリーニング
2014,ノーマル,大勝軒の創業者・山岸一雄(やまぎし・かずお)が考案した特製もりそばが元祖とされる、茹でた中華麺をスープに浸して食べる麺料理を何というでしょう？,つけ麺(つけめん)
2014,ノーマル,1985年に白血病のため27歳の若さでこの世を去った、映画『鬼龍院花子の生涯』の松恵役や、ドラマ『西遊記』の三蔵法師役で知られる女優は誰でしょう？,夏目雅子(なつめ・まさこ)
2014,ノーマル,登山用語で、ピッケルや杖を使ってブレーキをかけながら雪の斜面を滑り降りることを何というでしょう？,グリセード
2014,ノーマル,履いた靴の上からかゆい所を掻くということから転じて、思い通りにいかず、もどかしいさまを意味する四字熟語は何でしょう？,隔靴掻痒(かっかそうよう)
2014,ノーマル,昭和2年に狐ケ崎遊園地のコマーシャルソングとして作られた、お茶の葉を摘むハサミの音を題材にした静岡県の民謡は何でしょう？,『ちゃっきり節』(『ちゃっきりふし』)
2014,ノーマル,サン・マルコ美術館やウフィツィ美術館がある、イタリア・トスカーナ州の都市はどこでしょう？,フィレンツェ
2014,ノーマル,アカ、ムラサキ、バフンなどの種類がある、その卵巣や精巣が珍味として知られる棘皮動物(きょくひどうぶつ)は何でしょう？,ウニ
2014,ノーマル,鎌倉時代や室町時代にたびたび出された、売買や貸し借りの契約を無効にする法令を何というでしょう？,徳政令(とくせいれい)
2014,ノーマル,人気アニメの『あの日見た花の名前を僕達はまだ知らない』『らき☆すた』『クレヨンしんちゃん』の主な舞台である都道府県はどこでしょう？,埼玉(さいたま)
2014,ノーマル,「電流の強さは、電圧に比例する」という法則を、提唱したドイツの物理学者の名前から誰の法則というでしょう？,オームの法則(おーむのほうそく)
2014,ノーマル,慣用句で、なまけるときは惜しみ、苦労するときは折り、一生を終えるときは埋(うず)める体の一部はどこでしょう？,骨(ほね)
2014,ノーマル,時事を絡めた広告のダジャレが印象的な、朝日新聞出版が発行する週刊誌は何でしょう？,『AERA』(アエラ)
2014,ノーマル,歌舞伎の劇場で、囃子方(はやしかた)がいる席のことを特に何というでしょう？,下座(げざ)
2014,ノーマル,東京の原宿駅から明治/通りに伸びている通りで、個性的なファッション店が立ち並ぶことで知られるのはどこでしょう？,竹下通り(たけしたどおり),
2014,ノーマル,主人公のまいが、魔女を自称する祖母のもとで自立するまでの姿を描いた、梨木香歩(なしき・かほ)の小説は何でしょう？,『西の魔女が死んだ』(『にしのまじょがしんだ』)
2014,ノーマル,自由な議論を通じて新たなアイディアや解決策を引き出す、「ブレスト」とも略される手法は何でしょう？,ブレインストーミング
2014,ノーマル,核を持っている細胞を真核細胞というのに対して、核を持っていない細胞を何というでしょう？,原核細胞(げんかくさいぼう)
